YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,47.6,3.2,41.2,53.9,775.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2010,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,52.2,2.1,48.1,56.3,602.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2004,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,26.8,2.2,22.5,31.2,1477.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2010,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.3,0.4,0.6,2.0,1129.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2008,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.0,0.7,0.7,3.3,670.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2002,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,54.8,4.7,45.6,63.9,155.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2014,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,42.3,6.8,29.1,55.6,73.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2010,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,40.9,6.2,28.7,53.1,82.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2002,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,16.9,1.5,13.9,19.9,621.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2002,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.9,1.8,21.3,28.5,1290.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2014,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.8,0.4,0.9,2.6,1379.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2006,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,13.4,2.2,9.0,17.8,958.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2012,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,54.5,2.7,49.3,59.7,733.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2002,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,60.2,3.9,52.5,67.8,140.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2000,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.2,0.0,0.7,799.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2002,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,13.9,2.3,9.4,18.4,607.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2004,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,13.0,1.7,9.5,16.4,755.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2014,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,49.4,3.3,43.0,55.9,644.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2000,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,19.2,2.0,15.3,23.1,1540.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2006,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,40.9,5.3,30.5,51.3,171.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2012,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,46.2,5.2,36.0,56.4,128.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2010,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,10.0,1.4,7.2,12.8,583.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2016,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,68.9,5.8,57.5,80.3,76.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,13.5,1.4,10.7,16.2,1522.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2014,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,9.7,1.3,7.0,12.3,1279.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2004,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,3.0,0.8,1.5,4.5,701.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2012,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,44.1,3.1,38.1,50.1,702.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2002,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,59.9,5.8,48.4,71.3,127.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2016,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,3.7,0.7,2.3,5.0,2450.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2006,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,9.3,1.3,6.7,11.9,758.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2016,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,17.6,2.4,13.0,22.3,1293.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2010,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.2,0.0,0.7,592.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2002,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,9.5,1.3,7.0,11.9,669.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2006,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.5,0.8,1.0,4.0,793.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2006,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,3.4,1.1,1.2,5.6,776.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2006,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,3.2,0.7,1.8,4.6,1761.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2004,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,11.4,1.6,8.3,14.4,681.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2012,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,11.7,1.9,8.0,15.4,745.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2004,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.6,0.3,0.0,1.1,766.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2012,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.0,0.6,0.8,3.2,1457.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2016,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.4,0.9,1.6,5.2,1465.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2002,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,0.1,0.0,0.4,685.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2004,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,7.9,1.4,5.2,10.7,764.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2016,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,52.8,8.7,35.8,69.8,69.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.1,2.2,17.8,26.4,738.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,5.2,1.2,2.8,7.5,738.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2014,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,24.4,2.3,20.0,28.9,580.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2006,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,25.1,1.9,21.4,28.8,1547.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2014,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.6,0.7,0.2,3.0,752.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2008,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,54.2,3.0,48.4,60.0,239.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2002,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,15.1,1.8,11.5,18.7,685.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2010,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.3,0.0,0.9,693.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2012,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,27.5,2.4,22.7,32.3,1363.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2012,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,9.3,1.7,5.9,12.7,696.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2016,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.9,0.2,0.5,1.3,2968.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2006,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,13.7,1.9,9.9,17.5,783.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2006,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,47.3,4.1,39.3,55.3,306.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2014,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,5.9,1.1,3.7,8.1,1274.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2000,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,60.9,4.1,52.8,68.9,173.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2016,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.4,0.4,0.7,2.1,1484.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2016,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.4,0.8,0.8,3.9,1256.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2012,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,3.5,1.1,1.3,5.7,696.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2002,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,65.8,2.4,61.1,70.5,604.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2014,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.9,0.7,1.5,4.2,634.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,30.2,1.8,26.8,33.7,1522.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2012,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.3,0.0,0.8,760.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2002,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,5.2,1.2,2.9,7.5,674.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2004,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,7.8,1.0,5.9,9.8,713.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2006,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,36.2,2.9,30.6,41.8,753.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2008,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,34.7,4.5,25.9,43.5,661.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2012,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.8,0.4,1.0,2.6,1433.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2012,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,14.2,1.4,11.4,17.0,1465.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2012,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,6.3,1.2,4.0,8.6,698.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2016,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.3,1.1,1.3,5.4,1479.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2006,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,50.9,3.2,44.7,57.1,174.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2012,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,49.4,2.6,44.4,54.4,1436.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2006,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,21.2,2.1,17.1,25.3,1741.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2010,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.6,1.6,3.5,9.7,583.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2006,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,9.4,1.7,6.0,12.8,795.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2002,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,43.8,2.8,38.3,49.3,815.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2010,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,15.7,2.4,10.9,20.5,1144.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2016,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.6,0.3,0.1,1.1,1465.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2014,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,4.8,0.9,3.0,6.6,1279.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2006,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,43.6,3.1,37.5,49.7,887.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2002,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,23.7,1.9,19.9,27.5,1304.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2012,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,70.1,6.6,57.2,83.0,98.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2014,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.2,0.1,0.0,0.4,760.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2006,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,39.4,3.4,32.8,46.0,778.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2002,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,67.2,3.3,60.9,73.6,653.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
